time_s,fx,fy,fz,tx,ty,tz,x,y,z,phase
0.02099999999973079,-56.42931158301451,-26.08266350934172,-12.269561260366018,-1.6822296374700798,0.9716753485322691,-0.49632567396321736,0.34110463456751666,0.19578960609715101,0.0373300633499322,F=-2.0N
0.04099999999925785,-35.32817182358131,66.38956091162278,75.17123482743618,-0.22794425955936137,6.768098872901227,-0.07310476512131547,0.3457496939208424,0.19529663186388863,0.03902202320412951,F=-2.0N
0.06099999999969441,-43.660766910905394,64.96149690743758,74.95939620520696,0.6714264540469681,2.277666973168516,0.09649547895766952,0.347557679599865,0.1919947697863249,0.037240082196939854,F=-2.0N
0.08499999999912689,-40.49734142912841,40.48569288141408,40.69788847766082,0.2884449044018111,1.8008896953081108,0.29625431462284524,0.34730638916833884,0.19827199371029092,0.04587936984789886,F=-2.0N
0.10099999999965803,-44.343096680976856,37.45755902344683,43.95533710638708,0.7103404025627431,-0.7912852606458292,0.5656955790266611,0.34730638916833884,0.19827199371029092,0.04587936984789886,F=-2.0N
0.12099999999918509,-33.68997487179241,41.832613432017176,38.591183185264455,1.1863653391283735,-0.40580145231812814,0.39200301438290563,0.3458051479146823,0.19694151232857104,0.04037536602296245,F=-2.0N
0.14499999999952706,-38.689090316335175,31.92736262155977,43.27320102968753,0.9454378474951923,0.6972760714705323,0.46290080344670104,0.3456099783410515,0.1950743991918289,0.03718678034085756,F=-2.0N
0.17399999999997817,-42.963545053630206,23.769729630332595,35.805337822883544,1.0293151932439264,2.390114399182047,1.2228362858580322,0.3456099783410515,0.1950743991918289,0.03718678034085756,F=-2.0N
0.181999999999789,-38.27754542502524,19.142318438738222,27.774086595543213,0.7551770750265888,3.05428063161714,0.942400729197081,0.3506789312688081,0.19347038899804792,0.04039863393769109,F=-2.0N
0.2039999999997235,-31.083130058167253,11.569902155798582,18.82857696318831,0.6303398039943876,4.165692158975726,0.9933855069010998,0.34981591063181555,0.19563005810193523,0.04009292105352883,F=-2.0N
0.2209999999995489,-26.934825388407134,13.656444186013408,13.207656871770885,0.4123126668932385,4.628094144469687,0.762307020009968,0.34981591063181555,0.19563005810193523,0.04009292105352883,F=-2.0N
0.24099999999998545,-28.425842578320793,7.6187613283284135,15.076323967865696,0.8497300954785985,2.9537284989295376,0.9444603525520072,0.3474822646335755,0.1933166497160108,0.037247038547014215,F=-2.0N
0.2609999999995125,-29.48863630679113,2.9846384242776316,14.067189070568055,0.9545892326988918,2.835840647432141,1.12860138786539,0.34648596896401496,0.19471749025905852,0.037314767351500744,F=-2.0N
0.2929999999996653,-31.512045525451978,-7.623508606787783,20.707463320590765,0.7386302297860053,3.6838139366246376,1.3405885681324823,0.3507123579293754,0.19372451852137684,0.037173355648547186,F=-2.0N
0.3079999999999927,-22.37109487266571,-13.3815140158194,39.98081485756004,0.10294208422382731,2.4115369957339503,1.136828501631553,0.3507123579293754,0.19372451852137684,0.037173355648547186,F=-2.0N
0.32599999999911233,-24.54586841034324,-12.421928676040917,39.739796479546385,0.343130687712839,2.2690906564078155,1.2837207614229007,0.3507123579293754,0.19372451852137684,0.037173355648547186,F=-2.0N
0.36299999999937427,-21.56172608719318,-6.577504232299869,36.59413343694222,0.5167075561177974,2.1511187314977596,1.337609784661853,0.35239372726610985,0.19373952868461508,0.03713798856909511,F=-2.0N
0.3929999999991196,-17.972648882133303,-6.992482759973735,37.96596946940887,0.4516818714224505,1.2769995023910459,1.0983649009671026,0.35239372726610985,0.19373952868461508,0.03713798856909511,F=-2.0N
0.3989999999994325,-11.467446447962278,-7.744631341382617,40.45242227825467,0.3338228179121342,-0.30734160036487235,0.6647335492703674,0.35239372726610985,0.19373952868461508,0.03713798856909511,F=-2.0N
0.40099999999983993,-9.670275004349785,-10.759863704047769,46.057736059753026,0.33969220843040965,-0.644863906032483,0.7408816304319139,0.35239372726610985,0.19373952868461508,0.03713798856909511,F=-2.0N
0.420999999999367,-6.7214733382405765,-6.943825048832388,48.875919307704315,0.3151339071565005,-0.25705274868243694,1.0172445162899193,0.35161775736322815,0.19474945133593413,0.037154064798055074,F=-2.0N
0.45099999999911233,-4.24557151689675,-6.746404636149205,53.952384009173414,0.2704937996238144,-1.4285790100349283,1.1755354171753447,0.3526957836844872,0.19380373230007525,0.03723787514352787,F=-2.0N
